symbol,variety,exchange,interval,interval_label,status,coverage_full,coverage_start,coverage_end,provider_start,provider_end,actual_start,actual_end,bar_count,golden_crosses,death_crosses,ice_points,sig_long,sig_short,resonance_long,resonance_short
AP0,苹果,郑商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,24,23,10,1,0,1,0
AP0,苹果,郑商所,daily,日线,ok,True,True,True,2017-12-22,2026-08-03,2026-01-05,2026-07-31,139,12,11,6,0,1,0,0
AU0,黄金,上期所,120m,120分钟,ok,True,True,True,2025-10-20 01:00:00,2026-08-03 23:00:00,2026-01-05 09:30:00,2026-07-31 23:00:00,734,43,43,21,1,2,0,1
AU0,黄金,上期所,30m,30分钟,ok,False,False,True,2026-05-18 13:45:00,2026-08-03 23:00:00,2026-05-18 13:45:00,2026-07-31 23:30:00,1005,40,40,16,3,0,2,0
AU0,黄金,上期所,60m,60分钟,ok,False,False,True,2026-03-06 01:00:00,2026-08-03 23:00:00,2026-03-06 01:00:00,2026-07-31 23:00:00,1012,51,52,24,0,0,0,0
AU0,黄金,上期所,90m,90分钟,ok,True,True,True,2025-12-25 14:45:00,2026-08-04 00:00:00,2026-01-05 09:30:00,2026-07-31 22:30:00,983,59,59,33,1,1,0,0
AU0,黄金,上期所,daily,日线,ok,True,True,True,2008-01-09,2026-08-03,2026-01-05,2026-07-31,139,8,8,4,0,0,0,0
B0,豆二,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,19,19,6,1,0,0,0
B0,豆二,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,62,62,36,1,1,0,0
B0,豆二,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,50,50,24,3,0,2,0
B0,豆二,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,25,25,9,2,1,0,0
B0,豆二,大商所,daily,日线,ok,True,True,True,2007-08-27,2026-08-03,2026-01-05,2026-07-31,139,7,7,3,1,0,1,0
BB0,胶合板,大商所,120m,120分钟,ok,True,True,True,2020-02-28 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-06-02 15:00:00,60,2,3,1,0,0,0,0
BB0,胶合板,大商所,30m,30分钟,ok,True,True,True,2025-04-30 09:30:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-06-02 15:00:00,180,8,8,3,0,0,0,0
BB0,胶合板,大商所,60m,60分钟,ok,True,True,True,2024-05-28 11:15:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-06-02 15:00:00,104,6,7,4,0,0,0,0
BB0,胶合板,大商所,90m,90分钟,ok,True,True,True,2024-05-08 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-06-02 15:00:00,87,4,5,3,0,0,0,0
BB0,胶合板,大商所,daily,日线,ok,True,True,True,2013-12-06,2026-08-03,2026-01-05,2026-06-02,39,2,3,1,0,0,0,0
BC0,国际铜,能源中心,120m,120分钟,ok,True,True,True,2025-07-29 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,573,35,34,11,0,0,0,0
BC0,国际铜,能源中心,30m,30分钟,ok,False,False,True,2026-04-29 00:00:00,2026-08-03 23:00:00,2026-04-29 00:00:00,2026-07-31 23:30:00,1008,53,53,20,0,0,0,0
BC0,国际铜,能源中心,60m,60分钟,ok,False,False,True,2026-01-19 11:15:00,2026-08-03 23:00:00,2026-01-19 11:15:00,2026-07-31 23:00:00,1015,68,68,34,2,1,0,0
BC0,国际铜,能源中心,90m,90分钟,ok,True,True,True,2025-11-25 00:00:00,2026-08-04 00:00:00,2026-01-05 09:30:00,2026-07-31 22:30:00,849,50,49,19,0,0,0,0
BC0,国际铜,能源中心,daily,日线,ok,True,True,True,2020-11-19,2026-08-03,2026-01-05,2026-07-31,139,10,10,5,0,0,0,0
BR0,丁二烯橡胶,上期所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,25,26,14,0,0,0,0
BR0,丁二烯橡胶,上期所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,58,57,29,1,1,0,0
BR0,丁二烯橡胶,上期所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,48,47,21,0,0,0,0
BR0,丁二烯橡胶,上期所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,28,29,9,0,0,0,0
BR0,丁二烯橡胶,上期所,daily,日线,ok,True,True,True,2023-07-28,2026-08-03,2026-01-05,2026-07-31,139,7,8,4,0,1,0,1
BU0,沥青,上期所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,28,28,15,0,1,0,0
BU0,沥青,上期所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,47,46,15,3,0,1,0
BU0,沥青,上期所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,52,52,23,2,2,0,1
BU0,沥青,上期所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,28,28,12,1,2,1,0
BU0,沥青,上期所,daily,日线,ok,True,True,True,2013-10-09,2026-08-03,2026-01-05,2026-07-31,139,6,6,2,0,0,0,0
C0,玉米,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,23,24,10,1,1,0,0
C0,玉米,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,56,59,26,1,1,0,0
C0,玉米,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,48,47,20,0,0,0,0
C0,玉米,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,31,32,14,1,0,0,0
C0,玉米,大商所,daily,日线,ok,True,True,True,2005-01-04,2026-08-03,2026-01-05,2026-07-31,139,6,7,2,0,0,0,0
CF0,棉花,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,25,26,14,0,0,0,0
CF0,棉花,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,62,62,25,1,2,1,0
CF0,棉花,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,56,56,29,1,2,1,0
CF0,棉花,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,35,36,20,0,1,0,1
CF0,棉花,郑商所,daily,日线,ok,True,True,True,2005-01-04,2026-08-03,2026-01-05,2026-07-31,139,11,12,6,0,1,0,1
CJ0,红枣,郑商所,120m,120分钟,ok,True,True,True,2024-06-25 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,11,11,5,0,0,0,0
CJ0,红枣,郑商所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,54,55,23,0,1,0,1
CJ0,红枣,郑商所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,31,31,14,0,1,0,0
CJ0,红枣,郑商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,22,22,10,0,0,0,0
CJ0,红枣,郑商所,daily,日线,ok,True,True,True,2019-05-06,2026-08-03,2026-01-05,2026-07-31,139,7,7,2,0,0,0,0
CS0,玉米淀粉,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,19,20,8,0,0,0,0
CS0,玉米淀粉,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,62,63,32,0,1,0,0
CS0,玉米淀粉,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,49,49,26,1,0,0,0
CS0,玉米淀粉,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,30,31,15,0,0,0,0
CS0,玉米淀粉,大商所,daily,日线,ok,True,True,True,2014-12-22,2026-08-03,2026-01-05,2026-07-31,139,9,9,3,0,0,0,0
CU0,沪铜,上期所,120m,120分钟,ok,True,True,True,2025-07-30 01:00:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,575,40,39,16,0,0,0,0
CU0,沪铜,上期所,30m,30分钟,ok,False,False,True,2026-04-29 01:00:00,2026-08-03 23:00:00,2026-04-29 01:00:00,2026-07-31 23:30:00,1008,49,50,18,1,0,0,0
CU0,沪铜,上期所,60m,60分钟,ok,False,False,True,2026-01-19 14:15:00,2026-08-03 23:00:00,2026-01-19 14:15:00,2026-07-31 23:00:00,1015,69,68,34,1,1,0,0
CU0,沪铜,上期所,90m,90分钟,ok,True,True,True,2025-11-25 00:00:00,2026-08-04 00:00:00,2026-01-05 09:30:00,2026-07-31 22:30:00,849,53,52,22,0,0,0,0
CU0,沪铜,上期所,daily,日线,ok,True,True,True,2005-01-04,2026-08-03,2026-01-05,2026-07-31,139,11,11,6,0,1,0,0
CY0,棉纱,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 23:00:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,414,25,26,12,0,0,0,0
CY0,棉纱,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,56,57,23,1,3,0,1
CY0,棉纱,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,55,55,23,0,0,0,0
CY0,棉纱,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 13:45:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,553,39,39,21,0,0,0,0
CY0,棉纱,郑商所,daily,日线,ok,True,True,True,2017-08-23,2026-08-03,2026-01-05,2026-07-31,139,11,12,6,0,0,0,0
EB0,苯乙烯,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,19,20,7,1,0,0,0
EB0,苯乙烯,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,52,51,22,1,0,0,0
EB0,苯乙烯,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,56,56,28,0,0,0,0
EB0,苯乙烯,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,34,34,14,2,1,1,0
EB0,苯乙烯,大商所,daily,日线,ok,True,True,True,2019-09-26,2026-08-03,2026-01-05,2026-07-31,139,5,5,3,0,0,0,0
EC0,集运欧线,能源中心,120m,120分钟,ok,True,True,True,2024-06-25 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,13,14,6,2,0,2,0
EC0,集运欧线,能源中心,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,54,53,22,1,0,0,0
EC0,集运欧线,能源中心,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,27,27,10,1,1,0,0
EC0,集运欧线,能源中心,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,17,17,8,0,1,0,0
EC0,集运欧线,能源中心,daily,日线,ok,True,True,True,2023-08-18,2026-08-03,2026-01-05,2026-07-31,139,7,8,1,0,0,0,0
EG0,乙二醇,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,23,23,9,1,0,0,0
EG0,乙二醇,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,52,52,21,1,1,0,1
EG0,乙二醇,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,51,50,22,0,0,0,0
EG0,乙二醇,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,25,24,11,0,1,0,1
EG0,乙二醇,大商所,daily,日线,ok,True,True,True,2018-12-10,2026-08-03,2026-01-05,2026-07-31,139,9,9,4,0,1,0,0
FB0,纤维板,大商所,120m,120分钟,ok,True,True,True,2024-06-25 11:15:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,21,21,10,0,0,0,0
FB0,纤维板,大商所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,62,61,28,1,0,1,0
FB0,纤维板,大商所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,31,30,13,0,0,0,0
FB0,纤维板,大商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,29,28,13,0,0,0,0
FB0,纤维板,大商所,daily,日线,ok,True,True,True,2013-12-06,2026-08-03,2026-01-05,2026-07-31,139,9,9,5,0,0,0,0
FG0,玻璃,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,22,23,12,0,0,0,0
FG0,玻璃,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,46,44,20,2,0,0,0
FG0,玻璃,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,54,55,30,0,2,0,0
FG0,玻璃,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,32,33,22,0,1,0,1
FG0,玻璃,郑商所,daily,日线,ok,True,True,True,2012-12-03,2026-08-03,2026-01-05,2026-07-31,139,7,8,5,0,0,0,0
FU0,燃油,上期所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,21,21,11,1,1,0,0
FU0,燃油,上期所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,43,43,16,2,1,0,0
FU0,燃油,上期所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,44,43,17,1,0,0,0
FU0,燃油,上期所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,26,25,8,0,2,0,0
FU0,燃油,上期所,daily,日线,ok,True,True,True,2005-01-04,2026-08-03,2026-01-05,2026-07-31,139,5,5,2,0,0,0,0
HC0,热轧卷板,上期所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,27,27,14,0,0,0,0
HC0,热轧卷板,上期所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,65,65,34,0,0,0,0
HC0,热轧卷板,上期所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,53,52,30,0,0,0,0
HC0,热轧卷板,上期所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,38,37,21,0,0,0,0
HC0,热轧卷板,上期所,daily,日线,ok,True,True,True,2014-03-21,2026-08-03,2026-01-05,2026-07-31,139,7,7,4,0,0,0,0
I0,铁矿石,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,20,22,13,0,0,0,0
I0,铁矿石,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,69,68,40,1,2,0,1
I0,铁矿石,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,64,65,38,0,0,0,0
I0,铁矿石,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,34,35,23,0,3,0,2
I0,铁矿石,大商所,daily,日线,ok,True,True,True,2013-10-18,2026-08-03,2026-01-05,2026-07-31,139,6,7,3,0,0,0,0
IC0,中证500,中金所,120m,120分钟,ok,True,True,True,2024-06-25 11:30:00,2026-08-03 15:00:00,2026-01-05 11:30:00,2026-07-31 15:00:00,278,12,13,7,0,0,0,0
IC0,中证500,中金所,30m,30分钟,ok,False,False,True,2026-01-21 10:30:00,2026-08-03 15:00:00,2026-01-21 10:30:00,2026-07-31 15:00:00,1015,54,54,22,0,1,0,0
IC0,中证500,中金所,60m,60分钟,ok,True,True,True,2025-07-15 11:30:00,2026-08-03 15:00:00,2026-01-05 10:30:00,2026-07-31 15:00:00,556,32,33,17,0,1,0,0
IC0,中证500,中金所,90m,90分钟,ok,True,True,True,2025-03-11 11:00:00,2026-08-03 15:00:00,2026-01-05 11:00:00,2026-07-31 15:00:00,417,19,20,11,2,0,0,0
IC0,中证500,中金所,daily,日线,ok,True,True,True,2017-01-17,2026-08-03,2026-01-05,2026-07-31,139,8,9,5,0,1,0,0
IF0,沪深300,中金所,120m,120分钟,ok,True,True,True,2024-06-25 11:30:00,2026-08-03 15:00:00,2026-01-05 11:30:00,2026-07-31 15:00:00,278,19,20,12,0,1,0,1
IF0,沪深300,中金所,30m,30分钟,ok,False,False,True,2026-01-21 10:30:00,2026-08-03 15:00:00,2026-01-21 10:30:00,2026-07-31 15:00:00,1015,75,74,40,1,0,0,0
IF0,沪深300,中金所,60m,60分钟,ok,True,True,True,2025-07-15 11:30:00,2026-08-03 15:00:00,2026-01-05 10:30:00,2026-07-31 15:00:00,556,44,44,23,0,0,0,0
IF0,沪深300,中金所,90m,90分钟,ok,True,True,True,2025-03-12 15:00:00,2026-08-03 15:00:00,2026-01-05 11:00:00,2026-07-31 15:00:00,417,32,32,19,1,0,0,0
IF0,沪深300,中金所,daily,日线,ok,True,True,True,2017-01-17,2026-08-03,2026-01-05,2026-07-31,139,8,9,3,0,0,0,0
IH0,上证50,中金所,120m,120分钟,ok,True,True,True,2024-06-25 11:30:00,2026-08-03 15:00:00,2026-01-05 11:30:00,2026-07-31 15:00:00,278,17,18,9,0,0,0,0
IH0,上证50,中金所,30m,30分钟,ok,False,False,True,2026-01-21 10:30:00,2026-08-03 15:00:00,2026-01-21 10:30:00,2026-07-31 15:00:00,1015,65,65,31,0,2,0,1
IH0,上证50,中金所,60m,60分钟,ok,True,True,True,2025-07-15 11:30:00,2026-08-03 15:00:00,2026-01-05 10:30:00,2026-07-31 15:00:00,556,44,43,22,0,0,0,0
IH0,上证50,中金所,90m,90分钟,ok,True,True,True,2025-03-11 11:00:00,2026-08-03 15:00:00,2026-01-05 11:00:00,2026-07-31 15:00:00,417,26,26,13,0,1,0,0
IH0,上证50,中金所,daily,日线,ok,True,True,True,2017-01-17,2026-08-03,2026-01-05,2026-07-31,139,12,13,9,0,0,0,0
IM0,中证1000,中金所,120m,120分钟,ok,True,True,True,2024-06-25 11:30:00,2026-08-03 15:00:00,2026-01-05 11:30:00,2026-07-31 15:00:00,278,15,16,8,0,1,0,0
IM0,中证1000,中金所,30m,30分钟,ok,False,False,True,2026-01-21 10:30:00,2026-08-03 15:00:00,2026-01-21 10:30:00,2026-07-31 15:00:00,1015,59,60,24,2,0,0,0
IM0,中证1000,中金所,60m,60分钟,ok,True,True,True,2025-07-15 11:30:00,2026-08-03 15:00:00,2026-01-05 10:30:00,2026-07-31 15:00:00,556,38,37,21,0,4,0,0
IM0,中证1000,中金所,90m,90分钟,ok,True,True,True,2025-03-11 11:00:00,2026-08-03 15:00:00,2026-01-05 11:00:00,2026-07-31 15:00:00,417,24,24,14,2,1,0,0
IM0,中证1000,中金所,daily,日线,ok,True,True,True,2022-07-22,2026-08-03,2026-01-05,2026-07-31,139,8,9,3,0,1,0,0
J0,焦炭,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,26,26,13,0,0,0,0
J0,焦炭,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,57,57,28,0,0,0,0
J0,焦炭,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,52,52,30,0,0,0,0
J0,焦炭,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,30,30,14,0,0,0,0
J0,焦炭,大商所,daily,日线,ok,True,True,True,2011-04-15,2026-08-03,2026-01-05,2026-07-31,139,8,9,5,0,0,0,0
JD0,鸡蛋,大商所,120m,120分钟,ok,True,True,True,2024-06-25 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,12,13,5,0,0,0,0
JD0,鸡蛋,大商所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,39,39,10,1,0,0,0
JD0,鸡蛋,大商所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,29,29,12,0,2,0,0
JD0,鸡蛋,大商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,21,22,10,0,0,0,0
JD0,鸡蛋,大商所,daily,日线,ok,True,True,True,2013-11-08,2026-08-03,2026-01-05,2026-07-31,139,5,5,1,0,0,0,0
JM0,焦煤,大商所,120m,120分钟,ok,True,True,True,2025-03-06 23:00:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,25,25,12,0,1,0,0
JM0,焦煤,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,54,54,20,1,2,0,0
JM0,焦煤,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,46,47,24,1,2,1,0
JM0,焦煤,大商所,90m,90分钟,ok,True,True,True,2025-07-14 13:45:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,27,27,10,0,0,0,0
JM0,焦煤,大商所,daily,日线,ok,True,True,True,2013-03-22,2026-08-03,2026-01-05,2026-07-31,139,11,12,8,0,0,0,0
L0,塑料,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,16,16,8,0,3,0,1
L0,塑料,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,50,49,23,0,3,0,0
L0,塑料,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,46,46,16,2,0,0,0
L0,塑料,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,26,26,11,0,1,0,0
L0,塑料,大商所,daily,日线,ok,True,True,True,2007-08-01,2026-08-03,2026-01-05,2026-07-31,139,9,8,5,0,0,0,0
LC0,碳酸锂,广期所,120m,120分钟,ok,True,True,True,2024-06-25 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,10,11,4,0,0,0,0
LC0,碳酸锂,广期所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,55,56,28,1,2,1,1
LC0,碳酸锂,广期所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,29,29,14,0,0,0,0
LC0,碳酸锂,广期所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,24,24,12,0,0,0,0
LC0,碳酸锂,广期所,daily,日线,ok,True,True,True,2023-07-21,2026-08-03,2026-01-05,2026-07-31,139,7,8,2,1,0,1,0
LG0,原木,大商所,120m,120分钟,ok,True,True,True,2024-11-19 11:15:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,19,18,8,0,0,0,0
