symbol,variety,exchange,interval,interval_label,status,coverage_full,coverage_start,coverage_end,provider_start,provider_end,actual_start,actual_end,bar_count,golden_crosses,death_crosses,ice_points,sig_long,sig_short,resonance_long,resonance_short
LG0,原木,大商所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,60,62,30,1,0,1,0
LG0,原木,大商所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,32,31,9,0,0,0,0
LG0,原木,大商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,23,23,7,1,0,1,0
LG0,原木,大商所,daily,日线,ok,True,True,True,2024-11-18,2026-08-03,2026-01-05,2026-07-31,139,11,11,6,0,0,0,0
LH0,生猪,大商所,120m,120分钟,ok,True,True,True,2024-06-25 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,12,13,4,0,0,0,0
LH0,生猪,大商所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,41,42,16,0,1,0,1
LH0,生猪,大商所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,22,23,6,1,0,0,0
LH0,生猪,大商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,20,21,10,2,2,1,0
LH0,生猪,大商所,daily,日线,ok,True,True,True,2021-01-08,2026-08-03,2026-01-05,2026-07-31,139,7,8,4,0,0,0,0
LU0,低硫燃料油,能源中心,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,21,20,10,0,1,0,0
LU0,低硫燃料油,能源中心,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,62,61,31,1,1,0,0
LU0,低硫燃料油,能源中心,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,42,41,17,2,1,0,0
LU0,低硫燃料油,能源中心,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,29,28,14,1,1,0,0
LU0,低硫燃料油,能源中心,daily,日线,ok,True,True,True,2020-06-22,2026-08-03,2026-01-05,2026-07-31,139,4,3,1,0,0,0,0
M0,豆粕,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,22,22,7,0,0,0,0
M0,豆粕,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,62,61,31,1,2,0,0
M0,豆粕,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,50,49,23,3,1,1,0
M0,豆粕,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,31,31,13,0,0,0,0
M0,豆粕,大商所,daily,日线,ok,True,True,True,2005-01-04,2026-08-03,2026-01-05,2026-07-31,139,10,10,3,0,0,0,0
MA0,甲醇,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,21,22,9,0,1,0,0
MA0,甲醇,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,57,57,24,1,1,0,0
MA0,甲醇,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,49,49,23,1,3,0,0
MA0,甲醇,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,21,22,7,1,1,0,0
MA0,甲醇,郑商所,daily,日线,ok,True,True,True,2014-12-24,2026-08-03,2026-01-05,2026-07-31,139,10,10,5,0,0,0,0
NI0,沪镍,上期所,120m,120分钟,ok,True,True,True,2025-07-29 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,575,57,58,39,1,2,0,1
NI0,沪镍,上期所,30m,30分钟,ok,False,False,True,2026-04-29 00:30:00,2026-08-03 23:00:00,2026-04-29 00:30:00,2026-07-31 23:30:00,1008,72,73,35,2,0,1,0
NI0,沪镍,上期所,60m,60分钟,ok,False,False,True,2026-01-19 11:15:00,2026-08-03 23:00:00,2026-01-19 11:15:00,2026-07-31 23:00:00,1015,81,82,40,1,0,1,0
NI0,沪镍,上期所,90m,90分钟,ok,True,True,True,2025-11-25 00:00:00,2026-08-04 00:00:00,2026-01-05 09:30:00,2026-07-31 22:30:00,849,61,61,26,1,1,0,1
NI0,沪镍,上期所,daily,日线,ok,True,True,True,2015-03-27,2026-08-03,2026-01-05,2026-07-31,139,6,6,3,0,0,0,0
NR0,20号胶,能源中心,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,20,20,8,0,1,0,0
NR0,20号胶,能源中心,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,58,55,25,0,1,0,0
NR0,20号胶,能源中心,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,54,53,22,0,3,0,0
NR0,20号胶,能源中心,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,38,38,19,0,0,0,0
NR0,20号胶,能源中心,daily,日线,ok,True,True,True,2019-08-12,2026-08-03,2026-01-05,2026-07-31,139,9,10,3,0,0,0,0
OI0,菜油,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,19,20,7,2,0,2,0
OI0,菜油,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,52,52,20,3,2,1,0
OI0,菜油,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,40,41,17,0,1,0,0
OI0,菜油,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,33,33,17,0,0,0,0
OI0,菜油,郑商所,daily,日线,ok,True,True,True,2007-06-08,2026-08-03,2026-01-05,2026-07-31,139,12,12,7,0,0,0,0
P0,棕榈,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,24,25,11,1,0,0,0
P0,棕榈,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,51,51,26,0,1,0,0
P0,棕榈,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,40,40,15,0,1,0,0
P0,棕榈,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,25,26,11,0,0,0,0
P0,棕榈,大商所,daily,日线,ok,True,True,True,2007-10-29,2026-08-03,2026-01-05,2026-07-31,139,9,10,6,0,0,0,0
PB0,沪铅,上期所,120m,120分钟,ok,True,True,True,2025-07-29 01:00:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,572,33,33,17,0,0,0,0
PB0,沪铅,上期所,30m,30分钟,ok,False,False,True,2026-04-29 00:00:00,2026-08-03 23:00:00,2026-04-29 00:00:00,2026-07-31 23:30:00,1008,48,48,26,3,1,0,0
PB0,沪铅,上期所,60m,60分钟,ok,False,False,True,2026-01-19 00:00:00,2026-08-03 23:00:00,2026-01-19 00:00:00,2026-07-31 23:00:00,1015,67,67,35,1,3,0,2
PB0,沪铅,上期所,90m,90分钟,ok,True,True,True,2025-11-25 00:00:00,2026-08-04 00:00:00,2026-01-05 09:30:00,2026-07-31 22:30:00,849,59,59,31,0,2,0,0
PB0,沪铅,上期所,daily,日线,ok,True,True,True,2011-03-24,2026-08-03,2026-01-05,2026-07-31,139,8,9,5,0,0,0,0
PF0,短纤,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,28,27,16,2,1,0,1
PF0,短纤,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,52,51,19,1,2,1,0
PF0,短纤,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,65,64,35,0,2,0,1
PF0,短纤,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,44,43,27,0,1,0,1
PF0,短纤,郑商所,daily,日线,ok,True,True,True,2020-10-12,2026-08-03,2026-01-05,2026-07-31,139,11,11,6,1,0,1,0
PG0,液化石油气,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,25,25,15,0,1,0,0
PG0,液化石油气,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,49,47,17,1,1,0,0
PG0,液化石油气,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,36,36,9,2,0,1,0
PG0,液化石油气,大商所,90m,90分钟,ok,True,True,True,2025-07-14 13:45:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,553,31,31,16,0,0,0,0
PG0,液化石油气,大商所,daily,日线,ok,True,True,True,2020-03-30,2026-08-03,2026-01-05,2026-07-31,139,6,6,2,1,1,1,1
PK0,花生,郑商所,120m,120分钟,ok,True,True,True,2024-06-25 15:00:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,13,14,7,1,0,0,0
PK0,花生,郑商所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,53,55,23,0,0,0,0
PK0,花生,郑商所,60m,60分钟,ok,True,True,True,2025-07-15 11:15:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,37,38,23,0,1,0,1
PK0,花生,郑商所,90m,90分钟,ok,True,True,True,2025-03-11 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,19,20,10,1,0,0,0
PK0,花生,郑商所,daily,日线,ok,True,True,True,2021-02-01,2026-08-03,2026-01-05,2026-07-31,139,6,6,2,0,0,0,0
PL0,丙烯,郑商所,120m,120分钟,ok,True,True,True,2025-07-22 23:00:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,20,21,10,1,0,1,0
PL0,丙烯,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,51,50,22,0,1,0,0
PL0,丙烯,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,50,50,22,2,1,0,0
PL0,丙烯,郑商所,90m,90分钟,ok,True,True,True,2025-07-22 22:30:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,24,24,9,1,1,0,0
PL0,丙烯,郑商所,daily,日线,ok,True,True,True,2025-07-22,2026-08-03,2026-01-05,2026-07-31,139,7,7,3,0,0,0,0
PP0,聚丙烯,大商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,20,20,9,1,1,0,0
PP0,聚丙烯,大商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,54,53,25,0,1,0,0
PP0,聚丙烯,大商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,39,39,12,0,2,0,0
PP0,聚丙烯,大商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,24,24,7,2,0,0,0
PP0,聚丙烯,大商所,daily,日线,ok,True,True,True,2014-02-28,2026-08-03,2026-01-05,2026-07-31,139,7,7,4,0,0,0,0
PR0,瓶片,郑商所,120m,120分钟,ok,True,True,True,2025-07-11 23:00:00,2026-08-03 23:00:00,2026-01-05 10:45:00,2026-07-31 23:00:00,552,30,29,11,3,0,0,0
PR0,瓶片,郑商所,30m,30分钟,ok,False,False,True,2026-03-31 13:45:00,2026-08-03 23:00:00,2026-03-31 13:45:00,2026-07-31 23:00:00,1011,55,53,26,2,1,1,0
PR0,瓶片,郑商所,60m,60分钟,ok,True,True,True,2025-12-22 14:45:00,2026-08-03 23:00:00,2026-01-05 09:30:00,2026-07-31 23:00:00,965,57,56,24,0,0,0,0
PR0,瓶片,郑商所,90m,90分钟,ok,True,True,True,2025-09-23 14:45:00,2026-08-04 09:30:00,2026-01-05 09:30:00,2026-07-31 22:30:00,691,41,40,14,0,0,0,0
PR0,瓶片,郑商所,daily,日线,ok,True,True,True,2024-08-30,2026-08-03,2026-01-05,2026-07-31,139,8,8,4,0,0,0,0
PS0,多晶硅,广期所,120m,120分钟,ok,True,True,True,2024-12-26 11:15:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,18,18,10,0,0,0,0
PS0,多晶硅,广期所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,59,59,34,1,0,0,0
PS0,多晶硅,广期所,60m,60分钟,ok,True,True,True,2025-07-16 10:00:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,22,21,6,0,0,0,0
PS0,多晶硅,广期所,90m,90分钟,ok,True,True,True,2025-03-11 15:00:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,21,21,6,0,0,0,0
PS0,多晶硅,广期所,daily,日线,ok,True,True,True,2024-12-26,2026-08-03,2026-01-05,2026-07-31,139,7,8,6,0,0,0,0
PT0,铂,广期所,120m,120分钟,ok,True,True,True,2025-11-28 11:15:00,2026-08-03 15:00:00,2026-01-05 11:15:00,2026-07-31 15:00:00,278,16,16,8,0,0,0,0
PT0,铂,广期所,30m,30分钟,ok,False,False,True,2026-01-21 10:00:00,2026-08-03 15:00:00,2026-01-21 10:00:00,2026-07-31 15:00:00,1015,42,42,12,0,0,0,0
PT0,铂,广期所,60m,60分钟,ok,True,True,True,2025-11-28 10:00:00,2026-08-03 15:00:00,2026-01-05 10:00:00,2026-07-31 15:00:00,556,30,29,11,0,0,0,0
PT0,铂,广期所,90m,90分钟,ok,True,True,True,2025-11-28 10:45:00,2026-08-03 15:00:00,2026-01-05 10:45:00,2026-07-31 15:00:00,417,23,22,11,0,0,0,0
PT0,铂,广期所,daily,日线,ok,True,True,True,2025-11-27,2026-08-03,2026-01-05,2026-07-31,139,9,9,7,0,0,0,0
PX0,对二甲苯,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,30,29,15,2,0,0,0
PX0,对二甲苯,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,56,56,27,1,1,0,0
PX0,对二甲苯,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,57,56,24,0,0,0,0
PX0,对二甲苯,郑商所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,46,45,29,1,2,0,2
PX0,对二甲苯,郑商所,daily,日线,ok,True,True,True,2023-09-15,2026-08-03,2026-01-05,2026-07-31,139,11,11,6,0,0,0,0
RB0,螺纹钢,上期所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,22,22,9,0,0,0,0
RB0,螺纹钢,上期所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,58,58,28,0,1,0,0
RB0,螺纹钢,上期所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,41,41,19,0,0,0,0
RB0,螺纹钢,上期所,90m,90分钟,ok,True,True,True,2025-07-14 10:00:00,2026-08-04 10:00:00,2026-01-05 10:00:00,2026-07-31 22:30:00,552,28,28,12,0,0,0,0
RB0,螺纹钢,上期所,daily,日线,ok,True,True,True,2009-03-27,2026-08-03,2026-01-05,2026-07-31,139,8,9,5,0,0,0,0
RM0,菜粕,郑商所,120m,120分钟,ok,True,True,True,2025-03-06 11:15:00,2026-08-03 23:00:00,2026-01-05 11:15:00,2026-07-31 23:00:00,413,25,26,13,1,1,0,0
RM0,菜粕,郑商所,30m,30分钟,ok,False,False,True,2026-03-27 22:00:00,2026-08-03 23:00:00,2026-03-27 22:00:00,2026-07-31 23:00:00,1011,51,50,20,2,0,0,0
RM0,菜粕,郑商所,60m,60分钟,ok,True,True,True,2025-11-17 23:00:00,2026-08-03 23:00:00,2026-01-05 10:00:00,2026-07-31 23:00:00,826,47,46,23,0,1,0,1
